attempt_id,Prologue,Start,Crossing,{Forsaken City} Chasm,Start2,Intervention,{Old Site} Awake,Start3,Huge Mess,Elevator Shaft,{Celestial Resort} Presidential Suite,Start4,Shrine,Old Trail,{Golden Ridge} Cliff Face,Start5,Cassette,5B Start,Central Chamber,Through the Mirror,{Mirror Temple} Mix Master,Start6,Lake,Cassette7,6B Start,Reflection,Rock Bottom,{Reflection} Reprieve,0m,500m,1000m,1500m,2000m,2500m,{The Summit} 3000m
156,28305,44438,0,0,60571,0,0,76704,0,0,0,92837,0,0,0,108970,0,0,0,0,0,125103,0,0,0,0,0,0,0,0,0,0,0,0,0
157,28033,89776,112062,132360,194103,251324,259569,321312,0,0,0,383055,0,0,0,444798,0,0,0,0,0,506541,0,0,0,0,0,0,0,0,0,0,0,0,0
158,28067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,28220,62355,84369,104072,138207,195445,205934,240069,0,0,0,274204,0,0,0,308339,0,0,0,0,0,342474,0,0,0,0,0,0,0,0,0,0,0,0,0
161,28186,44336,0,0,60486,0,0,76636,0,0,0,92786,0,0,0,108936,0,0,0,0,0,125086,0,0,0,0,0,0,0,0,0,0,0,0,0
162,28101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,28050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,27999,94332,116295,137001,203334,259178,266828,333161,446755,0,0,513088,0,0,0,579421,0,0,0,0,0,645754,0,0,0,0,0,0,0,0,0,0,0,0,0
169,28084,61506,83095,103478,136900,194716,0,228138,0,0,0,261560,0,0,0,294982,0,0,0,0,0,328404,0,0,0,0,0,0,0,0,0,0,0,0,0
170,28169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,28033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,28135,44675,0,0,61215,0,0,77755,0,0,0,94295,0,0,0,110835,0,0,0,0,0,127375,0,0,0,0,0,0,0,0,0,0,0,0,0
175,28152,72232,97970,117231,161311,218057,225740,269820,362402,393205,448914,492994,509109,560007,0,604087,0,0,0,0,0,648167,0,0,0,0,0,0,0,0,0,0,0,0,0
178,28118,44658,67097,0,83637,0,0,100177,0,0,0,116717,0,0,0,133257,0,0,0,0,0,149797,0,0,0,0,0,0,0,0,0,0,0,0,0
179,28067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,28135,47107,69088,88451,107423,166481,174165,193137,285634,320704,364904,383876,402677,443426,486912,505884,514281,538353,582434,630713,664542,683514,720659,729056,0,0,0,0,0,0,0,0,0,0,0
181,28118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,28135,45100,0,0,62065,0,0,79030,0,0,0,95995,0,0,0,112960,0,0,0,0,0,129925,0,0,0,0,0,0,0,0,0,0,0,0,0
183,28050,44658,0,0,61266,0,0,77874,0,0,0,94482,0,0,0,111090,0,0,0,0,0,127698,0,0,0,0,0,0,0,0,0,0,0,0,0
186,28101,47090,69904,89046,108035,166871,176798,195787,294727,324715,369900,388889,415647,476813,517409,536398,544710,568713,612862,640827,682493,701482,729226,737538,802749,866805,946127,1005303,1044318,1087582,1131220,1182219,1256169,1321482,1468922
187,28390,50218,72164,93923,115751,177189,184923,206751,299163,335695,380438,402266,421204,463210,512935,534763,543126,567316,614847,642676,676590,698418,726196,734559,808984,876933,973543,1048427,0,0,0,0,0,0,0
188,28135,61437,83825,103358,136660,194493,0,227795,0,0,0,261097,0,0,0,294399,0,0,0,0,0,327701,0,0,0,0,0,0,0,0,0,0,0,0,0
189,28118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,28186,45815,0,0,63444,0,0,81073,0,0,0,98702,0,0,0,116331,0,0,0,0,0,133960,0,0,0,0,0,0,0,0,0,0,0,0,0
192,28186,96627,118489,138395,206836,262528,274122,342563,0,0,0,411004,0,0,0,479445,0,0,0,0,0,547886,0,0,0,0,0,0,0,0,0,0,0,0,0
194,28101,62933,84795,104107,138939,0,0,173771,0,0,0,208603,0,0,0,243435,0,0,0,0,0,278267,0,0,0,0,0,0,0,0,0,0,0,0,0
198,27982,44896,0,0,61810,0,0,78724,0,0,0,95638,0,0,0,112552,0,0,0,0,0,129466,0,0,0,0,0,0,0,0,0,0,0,0,0
201,28152,44301,66248,0,82397,0,0,98546,0,0,0,114695,0,0,0,130844,0,0,0,0,0,146993,0,0,0,0,0,0,0,0,0,0,0,0,0
202,28203,45151,0,0,62099,0,0,79047,0,0,0,95995,0,0,0,112943,0,0,0,0,0,129891,0,0,0,0,0,0,0,0,0,0,0,0,0
205,28118,61369,83400,102763,136014,0,0,169265,0,0,0,202516,0,0,0,235767,0,0,0,0,0,269018,0,0,0,0,0,0,0,0,0,0,0,0,0
206,28169,44234,66197,0,82262,0,0,98327,0,0,0,114392,0,0,0,130457,0,0,0,0,0,146522,0,0,0,0,0,0,0,0,0,0,0,0,0
207,28169,89589,111553,130966,192386,251307,258974,320394,428802,0,0,490222,0,0,0,551642,0,0,0,0,0,613062,0,0,0,0,0,0,0,0,0,0,0,0,0
208,28169,44795,0,0,61421,0,0,78047,0,0,0,94673,0,0,0,111299,0,0,0,0,0,127925,0,0,0,0,0,0,0,0,0,0,0,0,0
213,28135,61404,83708,103155,136424,192438,203147,236416,0,0,0,269685,0,0,0,302954,0,0,0,0,0,336223,0,0,0,0,0,0,0,0,0,0,0,0,0
214,28135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,28084,61301,83162,102593,135810,196721,207872,241089,0,0,0,274306,0,0,0,307523,0,0,0,0,0,340740,0,0,0,0,0,0,0,0,0,0,0,0,0
216,28203,90558,113015,132310,194665,250204,258551,320906,413573,0,0,475928,0,0,0,538283,0,0,0,0,0,600638,0,0,0,0,0,0,0,0,0,0,0,0,0
218,28271,44591,0,0,60911,0,0,77231,0,0,0,93551,0,0,0,109871,0,0,0,0,0,126191,0,0,0,0,0,0,0,0,0,0,0,0,0
219,28152,61777,83571,103308,136933,0,0,170558,0,0,0,204183,0,0,0,237808,0,0,0,0,0,271433,0,0,0,0,0,0,0,0,0,0,0,0,0
220,28135,90745,112657,132343,194953,253568,263105,325715,0,0,0,388325,0,0,0,450935,0,0,0,0,0,513545,0,0,0,0,0,0,0,0,0,0,0,0,0
221,28135,63256,85763,105177,140298,0,0,175419,0,0,0,210540,0,0,0,245661,0,0,0,0,0,280782,0,0,0,0,0,0,0,0,0,0,0,0,0
223,28050,44540,0,0,61030,0,0,77520,0,0,0,94010,0,0,0,110500,0,0,0,0,0,126990,0,0,0,0,0,0,0,0,0,0,0,0,0
224,28067,44659,0,0,61251,0,0,77843,0,0,0,94435,0,0,0,111027,0,0,0,0,0,127619,0,0,0,0,0,0,0,0,0,0,0,0,0
226,28050,46937,69326,92259,111146,166651,174419,193306,286635,317268,363117,382004,401724,446705,486366,505253,513515,537638,581548,609445,655752,674639,704406,712668,784305,848225,899089,965915,1005117,1050864,1094945,1149379,1222937,1287027,1440264
227,28237,44335,66315,0,82413,0,0,98511,0,0,0,114609,0,0,0,130707,0,0,0,0,0,146805,0,0,0,0,0,0,0,0,0,0,0,0,0
228,28084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,28050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,28084,44710,0,0,61336,0,0,77962,0,0,0,94588,0,0,0,111214,0,0,0,0,0,127840,0,0,0,0,0,0,0,0,0,0,0,0,0
231,28084,47702,69581,88688,108306,165426,174691,194309,295680,327248,371091,390709,406943,449205,490531,510149,525245,555368,599891,633279,673534,693152,725468,740564,805333,872942,923721,984597,1023969,1067335,1110838,1161328,1236093,1301049,1446670
232,28135,46971,68764,87957,106793,162638,171410,190246,283423,314260,362999,381835,397968,445568,484718,503554,512512,538063,593074,626223,663605,682441,713092,722050,790968,867042,947894,1006679,1050556,1095333,1139873,1192487,1269836,1333688,1490257
233,28169,45287,69222,0,86340,0,0,103458,0,0,0,120576,0,0,0,137694,0,0,0,0,0,154812,0,0,0,0,0,0,0,0,0,0,0,0,0
234,28169,44930,0,0,61691,0,0,78452,0,0,0,95213,0,0,0,111974,0,0,0,0,0,128735,0,0,0,0,0,0,0,0,0,0,0,0,0
